ID,LAST_NAME,FIRST_NAME,NAME,TEAM,POSITION,HEIGHT,WEIGHT,DRAFT_YEAR
76001,ABDELNABY,ALAA,A. ABDELNABY,POR,F,6-10,240,1990
76002,ABDUL-AZIZ,ZAID,Z. ABDUL-AZIZ,HOU,C,6-9,235,1968
76003,ABDUL-JABBAR,KAREEM,K. ABDUL-JABBAR,LAL,C,7-2,225,1969
51,ABDUL-RAUF,MAHMOUD,M. ABDUL-RAUF,DEN,G,6-1,162,1990
1505,ABDUL-WAHAD,TARIQ,T. ABDUL-WAHAD,SAC,FG,6-6,235,1997
949,ABDUR-RAHIM,SHAREEF,S. ABDUR-RAHIM,MEM,F,6-9,245,1996
76005,ABERNETHY,TOM,T. ABERNETHY,GSW,F,6-7,220,1976
76006,ABLE,FOREST,F. ABLE,PHI,G,6-3,180,1956
76007,ABRAMOVIC,JOHN,J. ABRAMOVIC,PIT,F,6-3,195,
203518,ABRINES,ALEX,A. ABRINES,OKC,G,6-6,190,2013
1630173,ACHIUWA,PRECIOUS,P. ACHIUWA,MIA,F,6-8,225,2020
101165,ACKER,ALEX,A. ACKER,LAC,G,6-5,185,2005
76008,ACKERMAN,DONALD,D. ACKERMAN,NYK,G,6-0,183,1953
76009,ACRES,MARK,M. ACRES,ORL,C,6-11,220,1985
76010,ACTON,CHARLES,C. ACTON,HOU,F,6-6,210,
203112,ACY,QUINCY,Q. ACY,SAC,F,6-7,240,2012
76011,ADAMS,ALVAN,A. ADAMS,PHX,C,6-9,210,1975
76012,ADAMS,DON,D. ADAMS,DET,F,6-7,210,1970
200801,ADAMS,HASSAN,H. ADAMS,BKN,F,6-4,220,2006
1629121,ADAMS,JAYLEN,J. ADAMS,MIL,G,6-0,225,
203919,ADAMS,JORDAN,J. ADAMS,MEM,G,6-5,209,2014
149,ADAMS,MICHAEL,M. ADAMS,DEN,G,5-10,165,1985
203500,ADAMS,STEVEN,S. ADAMS,NOP,C,6-11,265,2013
912,ADDISON,RAFAEL,R. ADDISON,BKN,F,6-8,241,1986
1628389,ADEBAYO,BAM,B. ADEBAYO,MIA,CF,6-9,255,2017
1629061,ADEL,DENG,D. ADEL,CLE,F,6-7,200,
76015,ADELMAN,RICK,R. ADELMAN,POR,G,6-2,175,1968
202399,ADRIEN,JEFF,J. ADRIEN,CHA,F,6-7,245,
201167,AFFLALO,ARRON,A. AFFLALO,ORL,G,6-5,210,2007
200772,AGER,MAURICE,M. AGER,DAL,FG,6-5,202,2006
76016,AGUIRRE,MARK,M. AGUIRRE,DAL,F,6-6,232,1981
201336,AHEARN,BLAKE,B. AHEARN,MIA,G,6-2,190,
76017,AINGE,DANNY,D. AINGE,BOS,G,6-5,175,1981
201582,AJINCA,ALEXIS,A. AJINCA,NOP,C,7-2,248,2008
76018,AKIN,HENRY,H. AKIN,NYK,C,6-10,225,1966
203006,AKOGNON,JOSH,J. AKOGNON,DAL,G,5-11,185,
1629152,AKOON-PURCELL,DEVAUGHN,D. AKOON-PURCELL,,G,6-5,201,
202374,ALABI,SOLOMON,S. ALABI,TOR,C,7-1,252,2010
76019,ALARIE,MARK,M. ALARIE,WAS,F,6-8,217,1986
76020,ALCORN,GARY,G. ALCORN,DET,C,6-9,225,1959
203128,ALDEMIR,FURKAN,F. ALDEMIR,PHI,FC,6-10,240,2012
202332,ALDRICH,COLE,C. ALDRICH,NYK,C,6-11,253,2010
200746,ALDRIDGE,LAMARCUS,L. ALDRIDGE,SAS,CF,6-11,250,2006
76021,ALEKSINAS,CHUCK,C. ALEKSINAS,GSW,C,6-11,260,1982
1626146,ALEXANDER,CLIFF,C. ALEXANDER,POR,F,6-8,240,
724,ALEXANDER,CORY,C. ALEXANDER,SAS,G,6-1,190,1995
2042,ALEXANDER,COURTNEY,C. ALEXANDER,WAS,G,6-5,205,2000
76022,ALEXANDER,GARY,G. ALEXANDER,CLE,F,6-7,240,
201570,ALEXANDER,JOE,J. ALEXANDER,MIL,F,6-8,230,2008
1629734,ALEXANDER,KYLE,K. ALEXANDER,MIA,FC,6-10,216,
1630234,ALEXANDER,TY-SHON,T. ALEXANDER,PHX,G,6-4,195,
2349,ALEXANDER,VICTOR,V. ALEXANDER,GSW,F,6-10,265,1991
1629638,ALEXANDER-WALKER,NICKEIL,N. ALEXANDER-WALKER,NOP,G,6-5,205,2019
76024,ALFORD,STEVE,S. ALFORD,DAL,G,6-2,183,1987
1628959,ALKINS,RAWLE,R. ALKINS,CHI,G,6-5,225,
76028,ALLEN,BOB,B. ALLEN,GSW,F,6-9,205,1968
1628960,ALLEN,GRAYSON,G. ALLEN,MEM,G,6-4,198,2018
1628386,ALLEN,JARRETT,J. ALLEN,BKN,C,6-11,243,2017
706,ALLEN,JEROME,J. ALLEN,IND,G,6-4,184,1995
1628443,ALLEN,KADEEM,K. ALLEN,BOS,G,6-3,200,2017
202730,ALLEN,LAVOY,L. ALLEN,IND,FC,6-9,260,2011
76027,ALLEN,LUCIUS,L. ALLEN,MIL,G,6-2,175,1969
2124,ALLEN,MALIK,M. ALLEN,MIA,F,6-10,255,
76025,ALLEN,RANDY,R. ALLEN,SAC,F,6-8,220,
951,ALLEN,RAY,R. ALLEN,MIL,G,6-5,205,1996
2754,ALLEN,TONY,T. ALLEN,MEM,GF,6-4,213,2004
76029,ALLISON,ODIS,O. ALLISON,GSW,F,6-6,195,1971
200984,ALLRED,LANCE,L. ALLRED,CLE,C,6-11,250,
76030,ALLUMS,DARRELL,D. ALLUMS,DAL,F,6-8,220,1980
201165,ALMOND,MORRIS,M. ALMOND,UTA,G,6-6,225,2007
308,ALSTON,DERRICK,D. ALSTON,PHI,F,6-11,225,1994
1747,ALSTON,RAFER,R. ALSTON,HOU,G,6-2,175,1998
1824,ALUMA,PETER,P. ALUMA,SAC,C,6-10,260,
680,AMAECHI,JOHN,J. AMAECHI,ORL,FC,6-10,270,
732,AMAYA,ASHRAF,A. AMAYA,MEM,F,6-7,250,
202329,AMINU,AL-FAROUQ,A. AMINU,ORL,F,6-8,220,2010
200811,AMUNDSON,LOU,L. AMUNDSON,PHX,F,6-9,220,
76034,ANDEREGG,BOB,B. ANDEREGG,NYK,F,6-3,200,1959
2365,ANDERSEN,CHRIS,C. ANDERSEN,DEN,FC,6-10,245,
2431,ANDERSEN,DAVID,D. ANDERSEN,HOU,C,6-11,247,2002
101187,ANDERSON,ALAN,A. ANDERSON,BKN,FG,6-6,220,
202079,ANDERSON,ANTONIO,A. ANDERSON,OKC,G,6-6,215,
76035,ANDERSON,CLIFF,C. ANDERSON,LAL,G,6-2,200,1967
76036,ANDERSON,DANIEL,D. ANDERSON,POR,G,6-2,185,1974
1507,ANDERSON,DEREK,D. ANDERSON,POR,G,6-5,195,1997
76037,ANDERSON,DWIGHT,D. ANDERSON,DEN,G,6-3,185,1982
944,ANDERSON,ERIC,E. ANDERSON,NYK,F,6-9,220,
246,ANDERSON,GREG,G. ANDERSON,SAS,CF,6-10,250,1987
202341,ANDERSON,JAMES,J. ANDERSON,SAS,GF,6-6,213,2010
76040,ANDERSON,JEROME,J. ANDERSON,IND,G,6-5,195,1975
1626147,ANDERSON,JUSTIN,J. ANDERSON,BKN,FG,6-5,231,2015
72,ANDERSON,KENNY,K. ANDERSON,BKN,G,6-1,168,1991
76041,ANDERSON,KIM,K. ANDERSON,POR,F,6-7,200,1978
203937,ANDERSON,KYLE,K. ANDERSON,MEM,FG,6-9,230,2014
76042,ANDERSON,MICHAEL,M. ANDERSON,SAS,G,5-11,184,1988
76043,ANDERSON,MITCHELL,M. ANDERSON,UTA,F,6-8,195,1982
98,ANDERSON,NICK,N. ANDERSON,ORL,FG,6-6,228,1989
76045,ANDERSON,RICHARD,R. ANDERSON,POR,F,6-10,240,1982
76046,ANDERSON,RON,R. ANDERSON,PHI,F,6-7,215,1984
201583,ANDERSON,RYAN,R. ANDERSON,MIA,F,6-10,240,2008
1000,ANDERSON,SHANDON,S. ANDERSON,NYK,GF,6-6,215,1996
335,ANDERSON,WILLIE,W. ANDERSON,SAS,GF,6-8,200,1988
76048,ANDERZUNAS,WALLY,W. ANDERZUNAS,SAC,C,6-7,220,1969
101149,ANDRIUSKEVICIUS,MARTYNAS,M. ANDRIUSKEVICIUS,CLE,C,7-2,240,2005
76049,ANIELAK,DON,D. ANIELAK,NYK,F,6-7,190,1954
1628387,ANIGBOGU,IKE,I. ANIGBOGU,IND,CF,6-10,262,2017
76050,ANSLEY,MICHAEL,M. ANSLEY,ORL,F,6-7,225,1989
1512,ANSTEY,CHRIS,C. ANSTEY,DAL,C,7-0,249,1997
203507,ANTETOKOUNMPO,GIANNIS,G. ANTETOKOUNMPO,MIL,F,6-11,242,2013
1628961,ANTETOKOUNMPO,KOSTAS,K. ANTETOKOUNMPO,LAL,F,6-10,200,2018
203648,ANTETOKOUNMPO,THANASIS,T. ANTETOKOUNMPO,MIL,F,6-6,219,2014
2546,ANTHONY,CARMELO,C. ANTHONY,POR,F,6-7,238,2003
1630175,ANTHONY,COLE,C. ANTHONY,ORL,G,6-3,185,2020
21,ANTHONY,GREG,G. ANTHONY,NYK,G,6-1,180,1991
201202,ANTHONY,JOEL,J. ANTHONY,MIA,C,6-9,245,
203544,ANTIC,PERO,P. ANTIC,ATL,FC,6-11,260,
1628384,ANUNOBY,OG,O. ANUNOBY,TOR,F,6-7,232,2017
203951,APPLING,KEITH,K. APPLING,ORL,G,6-1,185,
2737,ARAUJO,RAFAEL,R. ARAUJO,TOR,C,6-11,270,2004
76053,ARCENEAUX,STACEY,S. ARCENEAUX,ATL,F,6-4,210,
76054,ARCHIBALD,NATE,N. ARCHIBALD,SAC,G,6-1,150,1970
2425,ARCHIBALD,ROBERT,R. ARCHIBALD,TOR,F,6-11,250,2002
1627853,ARCIDIACONO,RYAN,R. ARCIDIACONO,CHI,G,6-3,195,
76055,ARD,JIM,J. ARD,BOS,C,6-9,215,1970
2240,ARENAS,GILBERT,G. ARENAS,WAS,G,6-4,215,2001
2772,ARIZA,TREVOR,T. ARIZA,OKC,F,6-8,215,2004
76056,ARIZIN,PAUL,P. ARIZIN,GSW,F,6-4,190,1950
76057,ARLAUCKAS,JOE,J. ARLAUCKAS,SAC,F,6-9,230,1987
769,ARMSTRONG,B.J.,B. ARMSTRONG,CHI,G,6-2,185,1989
76061,ARMSTRONG,BOB,B. ARMSTRONG,GSW,C,6-8,220,1955
2220,ARMSTRONG,BRANDON,B. ARMSTRONG,BKN,G,6-5,185,2001
353,ARMSTRONG,DARRELL,D. ARMSTRONG,ORL,G,6-1,180,
200756,ARMSTRONG,HILTON,H. ARMSTRONG,NOP,FC,6-11,235,2006
76060,ARMSTRONG,PAUL,P. ARMSTRONG,DET,G,5-11,170,
76059,ARMSTRONG,TATE,T. ARMSTRONG,CHI,G,6-3,175,1977
76062,ARNELLE,JESSE,J. ARNELLE,DET,F,6-5,220,1955
76063,ARNETTE,JAY,J. ARNETTE,SAC,G,6-2,175,1960
76064,ARNZEN,BOB,B. ARNZEN,SAC,F,6-5,205,1969
2306,ARROYO,CARLOS,C. ARROYO,ORL,G,6-2,200,
201589,ARTHUR,DARRELL,D. ARTHUR,DEN,F,6-9,235,2008
76065,ARTHURS,JOHN,J. ARTHURS,MIL,G,6-4,185,1969
1628503,ARTIS,JAMEL,J. ARTIS,ORL,G,6-7,213,
201600,ASIK,OMER,O. ASIK,NOP,C,7-0,255,2008
355,ASKEW,VINCENT,V. ASKEW,OKC,F,6-6,235,1987
173,ASKINS,KEITH,K. ASKINS,MIA,FG,6-8,215,
76068,ASMONGA,DON,D. ASMONGA,BAL,G,6-2,185,
76069,ATHA,RICHARD,R. ATHA,NYK,G,6-2,190,1953
1088,ATKINS,CHUCKY,C. ATKINS,DET,G,5-11,185,
76070,ATTLES,ALVIN,A. ATTLES,GSW,G,6-1,175,1960
76071,AUBUCHON,CHET,C. AUBUCHON,DEF,G,5-10,137,
278,AUGMON,STACEY,S. AUGMON,ATL,FG,6-8,213,1991
201571,AUGUSTIN,D.J.,D. AUGUSTIN,MIL,G,5-11,183,2008
200788,AUGUSTINE,JAMES,J. AUGUSTINE,ORL,F,6-10,235,2006
1134,AUSTIN,IKE,I. AUSTIN,MIA,C,6-10,270,1991
76073,AUSTIN,JOHN,J. AUSTIN,WAS,G,6-0,170,1966
76074,AUSTIN,KEN,K. AUSTIN,DET,F,6-9,205,1983
1630166,AVDIJA,DENI,D. AVDIJA,WAS,F,6-9,210,2020
138,AVENT,ANTHONY,A. AVENT,MIL,C,6-9,240,1991
76076,AVERITT,WILLIAM,W. AVERITT,LAC,G,6-2,170,1973
1895,AVERY,WILLIAM,W. AVERY,MIN,G,6-2,180,1999
76078,AWTREY,DENNIS,D. AWTREY,PHX,C,6-10,235,1970
202970,AYON,GUSTAVO,G. AYON,NOP,FC,6-10,250,
201965,AYRES,JEFF,J. AYRES,SAS,FC,6-9,250,2009
1629028,AYTON,DEANDRE,D. AYTON,PHX,C,6-11,250,2018
101235,AZUBUIKE,KELENNA,K. AZUBUIKE,GSW,G,6-5,215,
1628962,AZUBUIKE,UDOKA,U. AZUBUIKE,UTA,CF,7-0,280,2020
203569,BABB,CHRIS,C. BABB,BOS,G,6-5,225,
202337,BABBITT,LUKE,L. BABBITT,MIA,F,6-9,225,2010
76079,BABIC,MILOS,M. BABIC,CLE,C,7-0,240,1990
76080,BACH,JOHNNY,J. BACH,BOS,F,6-2,180,1948
1628407,BACON,DWAYNE,D. BACON,ORL,GF,6-6,221,2017
76081,BAECHTOLD,JIM,J. BAECHTOLD,NYK,F,6-4,205,1952
2053,BAGARIC,DALIBOR,D. BAGARIC,CHI,C,7-1,290,2000
76082,BAGLEY,JOHN,J. BAGLEY,CLE,G,6-0,185,1982
1628963,BAGLEY III,MARVIN,M. BAGLEY III,SAC,F,6-11,235,2018
76084,BAILEY,CARL,C. BAILEY,POR,C,7-0,210,1980
76083,BAILEY,GUS,G. BAILEY,HOU,G,6-5,185,1974
76085,BAILEY,JAMES,J. BAILEY,OKC,F,6-9,220,1979
1847,BAILEY,THURL,T. BAILEY,UTA,F,6-11,247,1983
1753,BAILEY,TOBY,T. BAILEY,PHX,G,6-6,213,1998
203946,BAIRSTOW,CAMERON,C. BAIRSTOW,CHI,FC,6-9,250,2014
1858,BAKER,MARK,M. BAKER,TOR,G,6-1,175,
2486,BAKER,MAURICE,M. BAKER,POR,G,6-1,185,
76089,BAKER,NORM,N. BAKER,CHS,G,6-0,180,
1627758,BAKER,RON,R. BAKER,NYK,G,6-4,220,
452,BAKER,VIN,V. BAKER,OKC,F,6-11,240,1993
1627735,BALDWIN IV,WADE,W. BALDWIN IV,POR,G,6-4,202,2016
200764,BALKMAN,RENALDO,R. BALKMAN,NYK,F,6-8,208,2006
76090,BALL,CEDRIC,C. BALL,LAC,F,6-8,210,
1630163,BALL,LAMELO,L. BALL,CHA,G,6-8,180,2020
1628366,BALL,LONZO,L. BALL,NOP,G,6-6,190,2017
76091,BALLARD,GREG,G. BALLARD,WAS,F,6-7,215,1977
76092,BALTIMORE,HERSCHEL,H. BALTIMORE,BOM,F,6-4,195,
1628964,BAMBA,MO,M. BAMBA,ORL,C,7-0,231,2018
1630217,BANE,DESMOND,D. BANE,MEM,G,6-6,215,2020
76093,BANKS,GENE,G. BANKS,SAS,F,6-7,215,1981
2556,BANKS,MARCUS,M. BANKS,BOS,G,6-2,205,2003
76094,BANNISTER,KEN,K. BANNISTER,NYK,F,6-9,235,1984
76095,BANTOM,MIKE,M. BANTOM,IND,F,6-9,200,1973
76096,BARBER,JOHN,J. BARBER,ATL,F,6-6,210,1956
2571,BARBOSA,LEANDRO,L. BARBOSA,PHX,G,6-3,194,2003
76097,BARDO,STEPHEN,S. BARDO,DAL,G,6-5,190,1990
200826,BAREA,J.J.,J. BAREA,DAL,G,5-10,180,
200745,BARGNANI,ANDREA,A. BARGNANI,TOR,CF,7-0,245,2006
76098,BARKER,CLIFF,C. BARKER,INO,G,6-2,185,1949
76099,BARKER,TOM,T. BARKER,ATL,C,6-11,225,1976
787,BARKLEY,CHARLES,C. BARKLEY,PHI,F,6-6,252,1984
2057,BARKLEY,ERICK,E. BARKLEY,POR,G,6-1,185,2000
76102,BARKSDALE,DON,D. BARKSDALE,BOS,F,6-6,200,
203084,BARNES,HARRISON,H. BARNES,SAC,F,6-8,225,2012
76103,BARNES,HARRY,H. BARNES,HOU,F,6-3,205,1968
76105,BARNES,JIM,J. BARNES,BOS,C,6-8,210,1964
76104,BARNES,MARVIN,M. BARNES,LAC,F,6-9,210,1974
2440,BARNES,MATT,M. BARNES,GSW,F,6-7,226,2002
76107,BARNETT,DICK,D. BARNETT,NYK,G,6-4,190,1959
76106,BARNETT,JIM,J. BARNETT,GSW,G,6-4,170,1966
76108,BARNHILL,JOHN,J. BARNHILL,ATL,G,6-1,180,1959
76109,BARNHILL,NORTON,N. BARNHILL,OKC,G,6-4,205,1976
76110,BARNHORST,LEO,L. BARNHORST,INO,F,6-4,190,1949
76111,BARR,JOHN,J. BARR,BOM,F,6-3,205,
76112,BARR,MIKE,M. BARR,SAC,G,6-3,180,1972
76113,BARR,THOMAS,T. BARR,SAC,G,6-4,195,
2857,BARRETT,ANDRE,A. BARRETT,HOU,G,5-10,173,
76114,BARRETT,ERNIE,E. BARRETT,BOS,G,5-8,180,1951
1629628,BARRETT,RJ,R. BARRETT,NYK,FG,6-6,214,2019
2853,BARRON,EARL,E. BARRON,MIA,FC,7-0,250,
344,BARROS,DANA,D. BARROS,BOS,G,5-11,165,1989
699,BARRY,BRENT,B. BARRY,OKC,G,6-7,210,1995
1003,BARRY,DREW,D. BARRY,ATL,G,6-5,191,1996
468,BARRY,JON,J. BARRY,MIL,G,6-5,210,1992
600013,BARRY,RICK,R. BARRY,GSW,F,6-7,205,1965
76117,BARTELS,ED,E. BARTELS,WAS,F,6-6,195,
76118,BARTOLOME,VIC,V. BARTOLOME,GSW,C,7-0,230,1970
203115,BARTON,WILL,W. BARTON,DEN,G,6-5,181,2012
101188,BASDEN,EDDIE,E. BASDEN,CHI,G,6-5,215,
76119,BASKERVILLE,JERRY,J. BASKERVILLE,PHI,F,6-7,190,
101138,BASS,BRANDON,B. BASS,BOS,F,6-8,250,2005
76120,BASSETT,TIM,T. BASSETT,BKN,F,6-8,225,1973
1766,BASTON,MACEO,M. BASTON,IND,F,6-10,230,1998
2370,BATEER,MENGKE,M. BATEER,DEN,C,6-11,290,
76121,BATES,BILLYRAY,B. BATES,POR,G,6-4,210,1978
1628966,BATES-DIOP,KEITA,K. BATES-DIOP,SAS,F,6-8,229,2018
101212,BATISTA,ESTEBAN,E. BATISTA,ATL,FC,6-10,268,
2471,BATISTE,MIKE,M. BATISTE,MEM,F,6-8,225,
1499,BATTIE,TONY,T. BATTIE,BOS,C,6-11,240,1997
2203,BATTIER,SHANE,S. BATTIER,MEM,F,6-8,220,2001
174,BATTLE,JOHN,J. BATTLE,ATL,G,6-2,175,1985
76123,BATTLE,KENNY,K. BATTLE,PHX,G,6-6,210,1989
76124,BATTON,DAVE,D. BATTON,WAS,C,6-10,240,1978
201587,BATUM,NICOLAS,N. BATUM,LAC,GF,6-9,230,2008
76125,BAUM,JOHNNY,J. BAUM,CHI,F,6-5,200,1969
76126,BAUMHOLTZ,FRANKIE,F. BAUMHOLTZ,CLR,G,5-10,170,
2437,BAXTER,LONNY,L. BAXTER,CHI,F,6-8,260,2002
201573,BAYLESS,JERRYD,J. BAYLESS,MIN,G,6-3,200,2008
76127,BAYLOR,ELGIN,E. BAYLOR,LAL,F,6-5,225,1958
203382,BAYNES,ARON,A. BAYNES,TOR,CF,6-10,260,
76128,BAZAREVICH,SERGEI,S. BAZAREVICH,ATL,G,6-2,168,
203145,BAZEMORE,KENT,K. BAZEMORE,GSW,GF,6-4,195,
1629647,BAZLEY,DARIUS,D. BAZLEY,OKC,FG,6-8,208,2019
76129,BEACH,ED,E. BEACH,ATL,F,6-3,200,1950
203078,BEAL,BRADLEY,B. BEAL,WAS,G,6-3,207,2012
76130,BEARD,BUTCH,B. BEARD,NYK,G,6-3,185,1969
76131,BEARD,RALPH,R. BEARD,INO,G,5-10,175,1949
2602,BEASLEY,JEROME,J. BEASLEY,MIA,F,6-9,237,2003
1627736,BEASLEY,MALIK,M. BEASLEY,MIN,G,6-4,187,2016
201563,BEASLEY,MICHAEL,M. BEASLEY,NYK,F,6-9,235,2008
76133,BEATY,ZELMO,Z. BEATY,ATL,C,6-9,225,1962
201958,BEAUBOIS,RODRIGUE,R. BEAUBOIS,DAL,G,6-2,185,2009
76134,BECK,BYRON,B. BECK,DEN,C,6-9,225,1967
1133,BECK,COREY,C. BECK,CHA,G,6-3,200,
76136,BECK,ERNIE,E. BECK,GSW,G,6-4,190,1953
76137,BECKER,MOE,M. BECKER,DEF,,,,
76138,BEDFORD,WILLIAM,W. BEDFORD,DET,C,7-0,225,1986
76139,BEENDERS,HANK,H. BEENDERS,PRO,C,6-5,185,
76140,BEHAGEN,RON,R. BEHAGEN,SAC,F,6-9,185,1973
76141,BEHNKE,ELMER,E. BEHNKE,ATL,C,6-7,210,1951
201158,BELINELLI,MARCO,M. BELINELLI,SAS,G,6-5,220,2007
2294,BELL,CHARLIE,C. BELL,MIL,G,6-3,200,
76142,BELL,DENNIS,D. BELL,NYK,F,6-5,185,1973
1628395,BELL,JORDAN,J. BELL,CLE,F,6-8,216,2017
1952,BELL,RAJA,R. BELL,PHX,G,6-5,210,
2559,BELL,TROY,T. BELL,MEM,G,6-1,180,2003
76143,BELL,WILLIAM,W. BELL,NYK,G,6-0,180,
76144,BELLAMY,WALT,W. BELLAMY,ATL,C,6-10,225,1961
1627761,BEMBRY,DEANDRE',D. BEMBRY,TOR,GF,6-5,210,2016
76145,BEMORAS,IRV,I. BEMORAS,ATL,F,6-3,185,1953
76146,BENBOW,LEON,L. BENBOW,CHI,G,6-4,185,1974
1627733,BENDER,DRAGAN,D. BENDER,PHX,F,7-1,225,2016
1886,BENDER,JONATHAN,J. BENDER,IND,F,7-0,230,1999
203968,BENIMON,JERRELLE,J. BENIMON,UTA,,,,
104,BENJAMIN,BENOIT,B. BENJAMIN,LAC,C,7-0,265,1985
1736,BENJAMIN,COREY,C. BENJAMIN,CHI,G,6-6,205,1998
203461,BENNETT,ANTHONY,A. BENNETT,MIN,F,6-8,245,2013
1120,BENNETT,ELMER,E. BENNETT,PHI,G,6-0,170,1992
712,BENNETT,MARIO,M. BENNETT,LAL,CF,6-9,235,1995
76151,BENNETT,MEL,M. BENNETT,IND,F,6-7,200,
76148,BENNETT,TONY,T. BENNETT,CHA,G,6-0,175,1992
76152,BENNETT,WINSTON,W. BENNETT,CLE,G,6-7,210,1988
128,BENOIT,DAVID,D. BENOIT,UTA,F,6-8,220,
202728,BENSON,KEITH,K. BENSON,GSW,FC,6-11,240,2011
76154,BENSON,KENT,K. BENSON,DET,C,6-11,235,1977
1627791,BENTIL,BEN,B. BENTIL,DAL,F,6-9,235,2016
76155,BERCE,GENE,G. BERCE,ATL,G,5-11,175,1948
76156,BERGEN,GARY,G. BERGEN,NYK,C,6-8,210,1956
76157,BERRY,RICKY,R. BERRY,SAC,F,6-8,205,1988
76158,BERRY,WALTER,W. BERRY,SAS,F,6-8,215,1986
1629541,BERTANS,DAIRIS,D. BERTANS,NOP,G,6-4,200,
202722,BERTANS,DAVIS,D. BERTANS,WAS,F,6-10,225,2011
76159,BESHORE,DEL,D. BESHORE,CHI,G,5-11,165,
696,BEST,TRAVIS,T. BEST,IND,G,5-11,182,1995
201976,BEVERLEY,PATRICK,P. BEVERLEY,LAC,G,6-1,180,2009
1630180,BEY,SADDIQ,S. BEY,DET,F,6-8,215,2020
1630189,BEY,TYLER,T. BEY,DAL,F,6-7,215,2020
204021,BHULLAR,SIM,S. BHULLAR,SAC,C,7-5,360,
76160,BIANCHI,AL,A. BIANCHI,PHI,G,6-3,185,1954
76161,BIASATTI,HANK,H. BIASATTI,HUS,G,5-11,175,1947
76162,BIBBY,HENRY,H. BIBBY,PHI,G,6-1,185,1972
1710,BIBBY,MIKE,M. BIBBY,SAC,G,6-2,195,1998
76163,BIEDENBACH,ED,E. BIEDENBACH,PHX,G,6-1,175,1968
2740,BIEDRINS,ANDRIS,A. BIEDRINS,GSW,C,7-0,242,2004
76164,BIELKE,DON,D. BIELKE,DET,C,6-7,240,1954
76165,BIGELOW,BOB,B. BIGELOW,SAC,F,6-7,215,1975
1497,BILLUPS,CHAUNCEY,C. BILLUPS,DET,G,6-3,210,1997
76166,BING,DAVE,D. BING,DET,G,6-3,180,1966
76167,BINION,JOE,J. BINION,POR,F,6-8,235,1984
203920,BIRCH,KHEM,K. BIRCH,ORL,C,6-9,233,
1628444,BIRD,JABARI,J. BIRD,BOS,G,6-6,198,2017
76168,BIRD,JERRY,J. BIRD,NYK,F,6-6,210,1956
1449,BIRD,LARRY,L. BIRD,BOS,F,6-9,220,1978
76170,BIRDSONG,OTIS,O. BIRDSONG,BKN,G,6-3,190,1977
76171,BISHOP,GALE,G. BISHOP,GSW,F,6-3,195,
1629048,BITADZE,GOGA,G. BITADZE,IND,CF,6-11,250,2019
202687,BIYOMBO,BISMACK,B. BIYOMBO,CHA,C,6-8,255,2011
202357,BJELICA,NEMANJA,N. BJELICA,SAC,F,6-10,234,2010
76172,BLAB,UWE,U. BLAB,DAL,C,7-1,252,1985
76173,BLACK,CHARLIE,C. BLACK,DET,F,6-4,200,
76174,BLACK,NORMAN,N. BLACK,DET,G,6-5,185,
204028,BLACK,TARIK,T. BLACK,HOU,FC,6-9,250,
76175,BLACK,TOM,T. BLACK,OKC,C,6-10,220,1964
76176,BLACKMAN,ROLANDO,R. BLACKMAN,DAL,G,6-6,190,1981
76180,BLACKWELL,ALEX,A. BLACKWELL,LAL,F,6-6,250,
76177,BLACKWELL,CORY,C. BLACKWELL,OKC,F,6-6,210,1984
1806,BLACKWELL,JAMES,J. BLACKWELL,BOS,G,6-0,190,
76179,BLACKWELL,NATE,N. BLACKWELL,SAS,G,6-4,170,1987
201971,BLAIR,DEJUAN,D. BLAIR,SAS,CF,6-7,270,2009
2581,BLAKE,STEVE,S. BLAKE,POR,G,6-3,172,2003
202392,BLAKELY,MARQUS,M. BLAKELY,HOU,F,6-5,225,
1628469,BLAKENEY,ANTONIO,A. BLAKENEY,CHI,G,6-4,192,
200807,BLALOCK,WILL,W. BLALOCK,DET,G,6-0,205,2006
76182,BLANEY,GEORGE,G. BLANEY,NYK,G,6-1,175,1961
76183,BLANKS,LANCE,L. BLANKS,DET,G,6-4,190,1990
76184,BLANTON,RICKY,R. BLANTON,CHI,F,6-7,215,1989
101154,BLATCHE,ANDRAY,A. BLATCHE,WAS,CF,6-11,260,2005
302,BLAYLOCK,MOOKIE,M. BLAYLOCK,ATL,G,6-1,185,1989
202339,BLEDSOE,ERIC,E. BLEDSOE,NOP,G,6-1,214,2010
1629833,BLEVINS,KELJIN,K. BLEVINS,POR,G,6-6,200,2019
76186,BLEVINS,LEON,L. BLEVINS,INO,G,6-2,160,1950
76187,BLOCK,JOHN,J. BLOCK,HOU,F,6-10,207,1966
76188,BLOOM,MIKE,M. BLOOM,BAL,C,6-6,190,
1628417,BLOSSOMGAME,JARON,J. BLOSSOMGAME,CLE,F,6-8,220,2017
916,BLOUNT,CORIE,C. BLOUNT,CHI,FC,6-10,242,1993
1548,BLOUNT,MARK,M. BLOUNT,BOS,CF,7-0,250,1997
203505,BLUE,VANDER,V. BLUE,BOS,G,6-4,200,
1629129,BLUIETT,TREVON,T. BLUIETT,NOP,GF,6-6,198,2018
76189,BLUME,RAY,R. BLUME,CHI,G,6-4,185,1981
76190,BOBB,NELSON,N. BOBB,GSW,G,6-0,170,1949
2800,BOBBITT,TONY,T. BOBBITT,LAL,G,6-4,190,
