ID,LAST_NAME,FIRST_NAME,NAME,TEAM,POSITION,HEIGHT,WEIGHT,DRAFT_YEAR
77276,KING,TOM,T. KING,DEF,G,6-0,165,
77277,KINNEY,BOB,B. KINNEY,BOS,C,6-6,215,
200814,KINSEY,TARENCE,T. KINSEY,MEM,G,6-6,189,
1905,KIRILENKO,ANDREI,A. KIRILENKO,UTA,F,6-9,235,1999
203945,KIRK,ALEX,A. KIRK,CLE,C,7-0,245,
77278,KIRK,WALT,W. KIRK,ATL,G,6-3,173,
77279,KISTLER,DOUG,D. KISTLER,NYK,F,6-9,210,1961
77280,KITCHEN,CURTIS,C. KITCHEN,OKC,F,6-9,235,1986
1123,KITE,GREG,G. KITE,ORL,C,6-11,250,1983
954,KITTLES,KERRY,K. KITTLES,BKN,G,6-5,180,1996
1628467,KLEBER,MAXI,M. KLEBER,DAL,F,6-10,240,
170,KLEINE,JOE,J. KLEINE,BOS,C,7-0,271,1985
101132,KLEIZA,LINAS,L. KLEIZA,DEN,F,6-8,234,2005
77283,KLIER,LEO,L. KLIER,DET,G,6-2,170,
77284,KLOTZ,HERM,H. KLOTZ,BAL,G,5-7,150,
77285,KLUEH,DUANE,D. KLUEH,DET,G,6-3,175,1949
77290,KNIGHT,BILLY,B. KNIGHT,IND,F,6-6,195,1974
77287,KNIGHT,BOB,B. KNIGHT,NYK,GF,6-2,185,
2688,KNIGHT,BRANDIN,B. KNIGHT,HOU,G,6-0,180,
202688,KNIGHT,BRANDON,B. KNIGHT,DET,G,6-2,182,2011
1510,KNIGHT,BREVIN,B. KNIGHT,CLE,G,5-10,166,1997
1630233,KNIGHT,NATHAN,N. KNIGHT,ATL,FC,6-10,253,
1861,KNIGHT,NEGELE,N. KNIGHT,PHX,G,6-1,175,1990
77288,KNIGHT,RON,R. KNIGHT,POR,F,6-7,215,1970
77289,KNIGHT,TOBY,T. KNIGHT,NYK,F,6-9,210,1977
969,KNIGHT,TRAVIS,T. KNIGHT,LAL,C,7-0,235,1996
77291,KNOREK,LEE,L. KNOREK,NYK,C,6-7,215,
77292,KNOSTMAN,DICK,D. KNOSTMAN,PHI,C,6-6,215,1953
77293,KNOWLES,ROD,R. KNOWLES,PHX,C,6-9,215,1968
1628995,KNOX II,KEVIN,K. KNOX II,NYK,F,6-7,215,2018
77294,KOFOED,BART,B. KOFOED,UTA,F,6-4,210,1987
77295,KOJIS,DON,D. KOJIS,HOU,F,6-3,202,1961
77296,KOMENICH,MILO,M. KOMENICH,AND,C,6-7,212,
77297,KOMIVES,HOWARD,H. KOMIVES,NYK,G,6-1,185,1964
402,KONCAK,JON,J. KONCAK,ATL,C,7-0,250,1985
1629723,KONCHAR,JOHN,J. KONCHAR,MEM,G,6-5,210,
77299,KOPER,BUD,B. KOPER,GSW,G,6-6,210,1964
77300,KOPICKI,JOE,J. KOPICKI,WAS,F,6-9,240,1982
1627788,KORKMAZ,FURKAN,F. KORKMAZ,PHI,GF,6-7,202,2016
77301,KORNET,FRANK,F. KORNET,MIL,F,6-9,225,1989
1628436,KORNET,LUKE,L. KORNET,CHI,FC,7-2,250,
101117,KOROLEV,YAROSLAV,Y. KOROLEV,LAC,F,6-9,203,2005
2594,KORVER,KYLE,K. KORVER,MIL,GF,6-7,212,2003
77302,KOSMALSKI,LEN,L. KOSMALSKI,SAC,C,6-11,245,1974
77303,KOSTECKA,ANDY,A. KOSTECKA,JET,F,6-3,203,1948
77304,KOTTMAN,HAROLD,H. KOTTMAN,BOS,C,6-8,220,
201585,KOUFOS,KOSTA,K. KOUFOS,SAC,C,7-0,245,2008
77305,KOZELKO,TOM,T. KOZELKO,WAS,F,6-8,220,1973
77306,KRAMER,ARVID,A. KRAMER,DEN,C,6-9,220,1979
77307,KRAMER,BARRY,B. KRAMER,GSW,F,6-4,200,1964
77308,KRAMER,JOEL,J. KRAMER,PHX,F,6-7,203,1978
77309,KRAUS,DAN,D. KRAUS,BAL,G,6-0,195,1948
77310,KRAUTBLATT,HERB,H. KRAUTBLATT,BAL,G,6-1,190,1948
203139,KRAVTSOV,VIACHESLAV,V. KRAVTSOV,DET,C,6-11,247,
77311,KREBS,JIM,J. KREBS,LAL,C,6-8,230,1957
77312,KREKLOW,WAYNE,W. KREKLOW,BOS,G,6-4,175,1979
77313,KRON,TOM,T. KRON,OKC,G,6-5,200,1966
77314,KROPP,TOM,T. KROPP,CHI,G,6-3,205,1975
2420,KRSTIC,NENAD,N. KRSTIC,BKN,C,7-0,240,2002
1474,KRYSTKOWIAK,LARRY,L. KRYSTKOWIAK,MIL,F,6-9,220,1986
77316,KUBERSKI,STEVE,S. KUBERSKI,BOS,F,6-8,215,1969
77317,KUBIAK,LEO,L. KUBIAK,WAT,G,5-11,160,1948
77318,KUCZENSKI,BRUCE,B. KUCZENSKI,BKN,F,6-10,230,1983
77319,KUDELKA,FRANK,F. KUDELKA,BAL,G,6-2,193,
77320,KUESTER,JOHN,J. KUESTER,SAC,G,6-2,180,1977
77322,KUKA,RAY,R. KUKA,NYK,F,6-3,200,
389,KUKOC,TONI,T. KUKOC,CHI,F,6-11,235,1990
77323,KUNNERT,KEVIN,K. KUNNERT,HOU,C,7-0,230,1973
77324,KUPCHAK,MITCH,M. KUPCHAK,WAS,F,6-9,230,1976
77325,KUPEC,CHARLES,C. KUPEC,LAL,C,6-6,220,1975
1629066,KURUCS,RODIONS,R. KURUCS,BKN,F,6-9,228,2018
201633,KURZ,ROB,R. KURZ,GSW,F,6-9,232,
2825,KUTLUAY,IBRAHIM,I. KUTLUAY,OKC,G,6-6,200,
1628398,KUZMA,KYLE,K. KUZMA,LAL,F,6-8,221,2017
203136,KUZMIC,OGNJEN,O. KUZMIC,GSW,C,7-0,260,2012
1627851,KUZMINSKAS,MINDAUGAS,M. KUZMINSKAS,NYK,F,6-9,215,
77327,LACOUR,FRED,F. LACOUR,ATL,G,6-5,210,1960
1711,LAFRENTZ,RAEF,R. LAFRENTZ,DEN,CF,6-11,240,1998
77328,LAGARDE,TOM,T. LAGARDE,DAL,C,6-10,220,1977
1601,LARUE,RUSTY,R. LARUE,CHI,G,6-3,185,
77340,LARUSSO,RUDY,R. LARUSSO,LAL,F,6-8,220,1959
203897,LAVINE,ZACH,Z. LAVINE,CHI,GF,6-6,200,2014
1627746,LABISSIERE,SKAL,S. LABISSIERE,ATL,FC,6-10,235,2016
77326,LACEY,SAM,S. LACEY,SAC,C,6-10,235,1970
363,LAETTNER,CHRISTIAN,C. LAETTNER,MIN,FC,6-11,245,1992
201802,LAFAYETTE,OLIVER,O. LAFAYETTE,BOS,G,6-2,190,
100263,LAIMBEER,BILL,B. LAIMBEER,DET,C,6-11,245,1979
77329,LALICH,PETE,P. LALICH,CLR,F,6-2,190,
77330,LAMAR,BO,B. LAMAR,LAL,G,6-1,180,1973
203117,LAMB,DORON,D. LAMB,ORL,G,6-4,200,2012
203087,LAMB,JEREMY,J. LAMB,IND,GF,6-5,180,2012
77331,LAMBERT,JOHN,J. LAMBERT,CLE,C,6-10,225,1975
77332,LAMP,JEFF,J. LAMP,POR,G,6-6,195,1981
2573,LAMPE,MACIEJ,M. LAMPE,PHX,F,6-11,275,2003
77333,LAMPLEY,JIM,J. LAMPLEY,PHI,F,6-10,230,1983
2253,LAMPLEY,SEAN,S. LAMPLEY,MIA,F,6-7,227,2001
201171,LANDRY,CARL,C. LANDRY,SAC,F,6-9,248,2007
202068,LANDRY,MARCUS,M. LANDRY,NYK,F,6-7,235,
77334,LANDSBERGER,MARK,M. LANDSBERGER,LAL,F,6-8,215,1977
77335,LANE,JEROME,J. LANE,DEN,F,6-6,230,1988
457,LANG,ANDREW,A. LANG,PHX,C,6-11,275,1988
226,LANG,ANTONIO,A. LANG,CLE,F,6-8,230,1994
2591,LANG,JAMES,J. LANG,WAS,C,6-10,305,2003
1892,LANGDON,TRAJAN,T. LANGDON,CLE,G,6-3,197,1999
101247,LANGFORD,KEITH,K. LANGFORD,SAS,G,6-4,215,
1629641,LANGFORD,ROMEO,R. LANGFORD,BOS,GF,6-4,216,2019
2061,LANGHI,DAN,D. LANGHI,HOU,F,6-11,220,2000
600005,LANIER,BOB,B. LANIER,DET,C,6-11,250,1970
77338,LANTZ,STU,S. LANTZ,HOU,G,6-3,175,1968
1627879,LAPROVITTOLA,NICOLAS,N. LAPROVITTOLA,SAS,G,6-4,180,
77339,LARESE,YORK,Y. LARESE,GSW,G,6-4,183,1961
203499,LARKIN,SHANE,S. LARKIN,BKN,G,5-11,175,2013
77341,LASKOWSKI,JOHN,J. LASKOWSKI,CHI,G,6-6,185,1975
201186,LASME,STEPHANE,S. LASME,MIA,F,6-8,215,2007
77342,LATTIN,DAVE,D. LATTIN,PHX,F,6-6,225,1967
968,LAUDERDALE,PRIEST,P. LAUDERDALE,DEN,C,7-4,325,1996
77344,LAUREL,RICH,R. LAUREL,MIL,G,6-6,190,1977
77345,LAUTENBACH,WALT,W. LAUTENBACH,SHE,F,6-2,185,
203530,LAUVERGNE,JOFFREY,J. LAUVERGNE,SAS,C,6-11,260,2013
77346,LAVELLI,TONY,T. LAVELLI,BOS,F,6-3,185,1949
77347,LAVOY,BOB,B. LAVOY,INO,F,6-7,185,1950
201151,LAW,ACIE,A. LAW,ATL,G,6-3,202,2007
1629724,LAW,VIC,V. LAW,ORL,F,6-7,201,
202371,LAWAL,GANI,G. LAWAL,PHX,F,6-9,234,2010
77348,LAWRENCE,ED,E. LAWRENCE,DET,C,6-11,228,1976
1535,LAWSON,JASON,J. LAWSON,ORL,C,6-11,240,1997
201951,LAWSON,TY,T. LAWSON,WAS,G,5-11,195,2009
1627774,LAYMAN,JAKE,J. LAYMAN,MIN,F,6-8,209,2016
77350,LAYTON,DENNIS,D. LAYTON,PHX,G,6-1,180,1971
1627747,LEVERT,CARIS,C. LEVERT,BKN,G,6-6,205,2016
1628388,LEAF,T.J.,T. LEAF,IND,F,6-10,222,2017
77351,LEAKS,EMANUEL,E. LEAKS,PHI,C,6-8,225,1968
77352,LEAR,HAL,H. LEAR,GSW,G,5-11,163,1956
77353,LEAVELL,ALLEN,A. LEAVELL,HOU,G,6-1,170,1979
77354,LEBO,JEFF,J. LEBO,SAS,F,6-2,180,
287,LECKNER,ERIC,E. LECKNER,UTA,C,6-11,265,1988
1629665,LECQUE,JALEN,J. LECQUE,IND,G,6-4,185,
203495,LEDO,RICKY,R. LEDO,DAL,G,6-7,195,2013
77356,LEE,BUTCH,B. LEE,ATL,G,6-0,185,1978
77357,LEE,CLYDE,C. LEE,GSW,F,6-10,205,1966
201584,LEE,COURTNEY,C. LEE,DAL,G,6-5,215,2008
1627814,LEE,DAMION,D. LEE,GSW,GF,6-5,210,
101135,LEE,DAVID,D. LEE,SAS,FC,6-9,245,2005
77358,LEE,DOUG,D. LEE,BKN,G,6-5,200,1987
77359,LEE,GEORGE,G. LEE,DET,F,6-4,200,1959
77360,LEE,GREG,G. LEE,POR,G,6-3,190,1974
77361,LEE,KEITH,K. LEE,CLE,F,6-10,215,1985
77362,LEE,KURK,K. LEE,BKN,G,6-3,190,
202723,LEE,MALCOLM,M. LEE,MIN,G,6-5,200,2011
77363,LEE,ROCK,R. LEE,LAC,C,6-10,220,
77364,LEE,RON,R. LEE,PHX,G,6-3,193,1976
77365,LEE,RUSSELL,R. LEE,MIL,F,6-5,185,1972
1630240,LEE,SABEN,S. LEE,DET,G,6-2,183,2020
77366,LEEDE,ED,E. LEEDE,BOS,G,6-3,185,1949
77367,LEFKOWITZ,HANK,H. LEFKOWITZ,CLR,F,6-2,190,
100,LEGLER,TIM,T. LEGLER,WAS,G,6-4,220,
77369,LEHMANN,GEORGE,G. LEHMANN,ATL,G,6-0,180,
1627215,LEMON JR.,WALT,W. LEMON JR.,CHI,G,6-3,180,
203458,LEN,ALEX,A. LEN,TOR,C,7-0,250,2013
702,LENARD,VOSHON,V. LENARD,MIA,G,6-4,215,1994
77371,LEONARD,BOB,B. LEONARD,LAL,G,6-3,185,1954
77370,LEONARD,GARY,G. LEONARD,MIN,C,7-1,250,1989
202695,LEONARD,KAWHI,K. LEONARD,LAC,F,6-7,225,2011
203086,LEONARD,MEYERS,M. LEONARD,MIA,FC,7-0,260,2012
77372,LES,JIM,J. LES,SAC,G,5-11,165,1986
202727,LESLIE,TRAVIS,T. LESLIE,LAC,G,6-4,205,2011
77373,LESTER,RONNIE,R. LESTER,CHI,G,6-2,175,1980
77374,LETT,CLIFFORD,C. LETT,SAS,G,6-3,170,
202720,LEUER,JON,J. LEUER,DET,F,6-10,228,2011
77375,LEVANE,ANDREW,A. LEVANE,PHI,F,6-2,190,
77376,LEVER,LAFAYETTE,L. LEVER,DEN,G,6-3,170,1982
77377,LEVINGSTON,CLIFF,C. LEVINGSTON,ATL,F,6-8,210,1982
77385,LEWIS,BOBBY,B. LEWIS,GSW,G,6-3,175,1967
736,LEWIS,CEDRIC,C. LEWIS,WAS,F,6-10,235,
77379,LEWIS,FRED,F. LEWIS,BAL,F,6-2,195,
77380,LEWIS,FREDDIE,F. LEWIS,IND,G,6-0,175,1966
77381,LEWIS,GRADY,G. LEWIS,DEF,F,6-7,215,
729,LEWIS,MARTIN,M. LEWIS,TOR,F,6-6,225,1995
1900,LEWIS,QUINCY,Q. LEWIS,UTA,GF,6-7,215,1999
77383,LEWIS,RALPH,R. LEWIS,DET,G,6-6,200,1985
1740,LEWIS,RASHARD,R. LEWIS,OKC,F,6-10,235,1998
77384,LEWIS,REGGIE,R. LEWIS,BOS,G,6-7,195,1987
1630184,LEWIS JR.,KIRA,K. LEWIS JR.,NOP,G,6-3,170,2020
77386,LIBERTY,MARCUS,M. LIBERTY,DEN,F,6-8,205,1990
77387,LICHTI,TODD,T. LICHTI,DEN,G,6-4,205,1989
202732,LIGGINS,DEANDRE,D. LIGGINS,CLE,G,6-6,209,2011
77388,LIGON,BILL,B. LIGON,DET,G,6-4,180,1974
203081,LILLARD,DAMIAN,D. LILLARD,POR,G,6-2,195,2012
202391,LIN,JEREMY,J. LIN,TOR,G,6-3,200,
77389,LINGENFELTER,STEVE,S. LINGENFELTER,WAS,F,6-9,225,1981
175,LISTER,ALTON,A. LISTER,MIL,CF,7-0,245,1981
1629642,LITTLE,NASSIR,N. LITTLE,POR,FG,6-5,220,2019
988,LIVINGSTON,RANDY,R. LIVINGSTON,PHX,G,6-4,209,1996
2733,LIVINGSTON,SHAUN,S. LIVINGSTON,GSW,G,6-7,192,2004
77392,LIVINGSTONE,RON,R. LIVINGSTONE,GSW,C,6-10,220,1949
1024,LLAMAS,HORACIO,H. LLAMAS,PHX,C,6-11,285,
77394,LLOYD,EARL,E. LLOYD,PHI,F,6-6,200,1950
77395,LLOYD,LEWIS,L. LLOYD,HOU,G,6-6,205,1981
77396,LLOYD,SCOTT,S. LLOYD,DAL,C,6-10,230,1976
77397,LOCHMUELLER,BOB,B. LOCHMUELLER,PHI,F,6-5,185,1952
77398,LOCK,ROBERT,R. LOCK,LAC,F,6-9,225,1988
77399,LOCKHART,DARRELL,D. LOCKHART,SAS,F,6-9,245,1983
1100,LOCKHART,IAN,I. LOCKHART,PHX,F,6-8,240,
77401,LODER,KEVIN,K. LODER,SAC,F,6-6,205,1981
77402,LOFGRAN,DON,D. LOFGRAN,INO,F,6-5,200,1950
1629155,LOFTON,ZACH,Z. LOFTON,,G,6-4,180,
77403,LOGAN,JOHNNY,J. LOGAN,BOM,G,6-2,175,
38,LOHAUS,BRAD,B. LOHAUS,MIL,FC,6-11,230,1987
1609,LONG,ART,A. LONG,OKC,F,6-9,250,
3,LONG,GRANT,G. LONG,MIA,F,6-9,250,1988
1381,LONG,JOHN,J. LONG,DET,G,6-5,200,1978
77406,LONG,PAUL,P. LONG,DET,G,6-2,180,1967
1627848,LONG,SHAWN,S. LONG,PHI,F,6-9,255,
26,LONGLEY,LUC,L. LONGLEY,CHI,C,7-2,260,1991
1626172,LOONEY,KEVON,K. LOONEY,GSW,F,6-9,222,2015
201572,LOPEZ,BROOK,B. LOPEZ,MIL,C,7-0,282,2008
1732,LOPEZ,FELIPE,F. LOPEZ,MEM,GF,6-5,195,1998
2221,LOPEZ,RAUL,R. LOPEZ,UTA,G,6-0,160,2001
201577,LOPEZ,ROBIN,R. LOPEZ,WAS,C,7-0,281,2008
943,LORTHRIDGE,RYAN,R. LORTHRIDGE,GSW,G,6-4,190,
77409,LOSCUTOFF,JIM,J. LOSCUTOFF,BOS,F,6-5,220,1955
77410,LOTT,PLUMMER,P. LOTT,OKC,F,6-5,210,1967
77411,LOUGHERY,KEVIN,K. LOUGHERY,WAS,G,6-3,190,1962
77412,LOVE,BOB,B. LOVE,CHI,F,6-8,215,1965
201567,LOVE,KEVIN,K. LOVE,CLE,FC,6-8,251,2008
77413,LOVE,STAN,S. LOVE,WAS,F,6-9,215,1971
77414,LOVELLETTE,CLYDE,C. LOVELLETTE,LAL,C,6-9,234,1952
77415,LOWE,SIDNEY,S. LOWE,MIN,G,6-0,195,1983
77416,LOWERY,CHUCK,C. LOWERY,MIL,G,6-3,185,1971
200768,LOWRY,KYLE,K. LOWRY,TOR,G,6-0,196,2006
1628070,LOYD,JORDAN,J. LOYD,TOR,G,6-4,210,
77417,LUCAS,AL,A. LUCAS,BOS,F,6-3,195,
77418,LUCAS,JERRY,J. LUCAS,SAC,F,6-8,230,1962
77419,LUCAS,JOHN,J. LUCAS,HOU,G,6-3,175,1976
203564,LUCAS,KALIN,K. LUCAS,MEM,G,6-1,195,
77420,LUCAS,MAURICE,M. LUCAS,POR,F,6-9,215,1974
101249,LUCAS III,JOHN,J. LUCAS III,TOR,G,5-11,166,
77421,LUCKENBILL,TED,T. LUCKENBILL,GSW,F,6-6,205,1961
1731,LUE,TYRONN,T. LUE,ATL,G,6-0,175,1998
77422,LUISI,JIM,J. LUISI,BAL,G,6-2,180,1951
77423,LUJACK,AL,A. LUJACK,WAS,F,6-3,220,
77424,LUMPKIN,PHIL,P. LUMPKIN,POR,G,6-0,165,1974
77425,LUMPP,RAY,R. LUMPP,NYK,G,6-1,178,1948
1627789,LUWAWU-CABARROT,TIMOTHE,T. LUWAWU-CABARROT,BKN,GF,6-7,220,2016
1628399,LYDON,TYLER,T. LYDON,DEN,F,6-10,225,2017
1626168,LYLES,TREY,T. LYLES,SAS,F,6-9,234,2015
248,LYNCH,GEORGE,G. LYNCH,NOP,F,6-8,235,1993
77426,LYNCH,KEVIN,K. LYNCH,CHA,F,6-5,195,1991
77427,LYNN,MIKE,M. LYNN,LAL,F,6-7,215,1968
1627815,MAC,SHELDON,S. MAC,WAS,GF,6-6,200,
1928,MACCULLOCH,TODD,T. MACCULLOCH,PHI,C,7-0,280,1999
77430,MACGILVRAY,RONNIE,R. MACGILVRAY,ATL,G,6-2,185,1952
931,MACLEAN,DON,D. MACLEAN,WAS,F,6-10,235,1992
77428,MACALUSO,MIKE,M. MACALUSO,LAC,F,6-5,210,1973
77429,MACAULEY,ED,E. MACAULEY,BOS,C,6-8,185,1949
203159,MACHADO,SCOTT,S. MACHADO,HOU,G,6-1,205,
101178,MACIJAUSKAS,ARVYDAS,A. MACIJAUSKAS,NOP,G,6-4,214,
77432,MACK,OLLIE,O. MACK,DAL,G,6-3,185,1979
694,MACK,SAM,S. MACK,HOU,GF,6-7,220,
202714,MACK,SHELVIN,S. MACK,CHA,G,6-3,203,2011
1635,MACKEY,MALCOLM,M. MACKEY,PHX,F,6-9,248,1993
77435,MACKLIN,RUDY,R. MACKLIN,ATL,F,6-7,205,1981
202731,MACKLIN,VERNON,V. MACKLIN,DET,F,6-10,227,2011
77436,MACKNOWSKI,JOHNNY,J. MACKNOWSKI,PHI,G,6-1,180,1948
1629133,MACON,DARYL,D. MACON,DAL,G,6-3,185,
1855,MACON,MARK,M. MACON,DEN,G,6-4,185,1991
1629122,MACURA,J.P.,J. MACURA,CHA,G,6-5,205,
77438,MACY,KYLE,K. MACY,PHX,G,6-3,175,1979
77439,MADDOX,JACK,J. MADDOX,JET,F,6-2,185,
2432,MADDOX,TITO,T. MADDOX,HOU,G,6-4,190,2002
1666,MADKINS,GERALD,G. MADKINS,CLE,G,6-4,200,
2058,MADSEN,MARK,M. MADSEN,MIN,F,6-9,255,2000
77441,MAGER,NORM,N. MAGER,BAL,F,6-5,185,1950
203705,MAGETTE,JOSH,J. MAGETTE,ATL,G,6-1,160,
1894,MAGGETTE,COREY,C. MAGGETTE,LAC,F,6-6,225,1999
77442,MAGLEY,DAVE,D. MAGLEY,CLE,F,6-8,202,1982
2048,MAGLOIRE,JAMAAL,J. MAGLOIRE,NOP,C,6-11,265,2000
1630266,MAGNAY,WILL,W. MAGNAY,NOP,C,6-10,234,
101133,MAHINMI,IAN,I. MAHINMI,WAS,C,6-11,262,2005
77443,MAHNKEN,JOHN,J. MAHNKEN,BOS,C,6-8,220,
77444,MAHONEY,FRANCIS,F. MAHONEY,BOS,F,6-2,205,1950
328,MAHORN,RICK,R. MAHORN,WAS,F,6-10,260,1980
105,MAJERLE,DAN,D. MAJERLE,PHX,GF,6-6,222,1988
200970,MAJOR,RENALDO,R. MAJOR,GSW,F,6-7,190,
1627748,MAKER,THON,T. MAKER,CLE,FC,7-0,221,2016
77447,MALAMED,LIONEL,L. MALAMED,JET,,,,
1630177,MALEDON,THEO,T. MALEDON,OKC,G,6-5,175,2020
117,MALONE,JEFF,J. MALONE,WAS,G,6-4,205,1983
252,MALONE,KARL,K. MALONE,UTA,F,6-9,259,1985
77449,MALONE,MOSES,M. MALONE,HOU,C,6-10,215,
1074,MALONEY,MATT,M. MALONEY,HOU,G,6-3,200,
77450,MALOVIC,STEVE,S. MALOVIC,LAC,F,6-10,230,1978
77451,MANAKAS,TED,T. MANAKAS,SAC,G,6-2,180,1973
77452,MANDIC,JOHN,J. MANDIC,JET,F,6-4,205,1947
1630211,MANE,KARIM,K. MANE,ORL,G,6-5,190,
77453,MANGIAPANE,FRANK,F. MANGIAPANE,NYK,G,5-10,195,
986,MANN,MARCUS,M. MANN,GSW,F,6-8,245,1996
1629611,MANN,TERANCE,T. MANN,LAC,GF,6-5,215,2019
330,MANNING,DANNY,D. MANNING,LAC,FC,6-10,244,1988
77454,MANNING,ED,E. MANNING,WAS,F,6-7,210,1967
316,MANNING,RICHARD,R. MANNING,MEM,C,6-11,245,1993
1630185,MANNION,NICO,N. MANNION,GSW,G,6-2,190,2020
77456,MANNION,PACE,P. MANNION,UTA,G,6-7,190,1983
77457,MANTIS,NICK,N. MANTIS,WAS,G,6-3,190,1959
77459,MARAVICH,PETE,P. MARAVICH,UTA,G,6-5,197,1970
77458,MARAVICH,PETER,P. MARAVICH,PIT,G,6-0,185,
203906,MARBLE,DEVYN,D. MARBLE,ORL,F,6-6,200,2014
77460,MARBLE,ROY,R. MARBLE,ATL,G,6-6,190,1989
950,MARBURY,STEPHON,S. MARBURY,NYK,G,6-2,205,1996
36,MARCIULIONIS,SARUNAS,S. MARCIULIONIS,CLE,G,6-5,200,1987
77462,MARIASCHIN,SAUL,S. MARIASCHIN,BOS,G,5-11,165,1947
77463,MARIN,JACK,J. MARIN,WAS,F,6-6,200,1966
1890,MARION,SHAWN,S. MARION,PHX,GF,6-7,228,1999
1626246,MARJANOVIC,BOBAN,B. MARJANOVIC,DAL,C,7-4,290,
1628374,MARKKANEN,LAURI,L. MARKKANEN,CHI,FC,7-0,240,2017
200806,MARKOTA,DAMIR,D. MARKOTA,MIL,F,6-10,225,2006
1752,MARKS,SEAN,S. MARKS,NOP,FC,6-10,250,1998
77464,MARLATT,HARVEY,H. MARLATT,DET,G,6-3,185,
77465,MARSH,ERIC,E. MARSH,GSW,G,6-3,200,1977
77466,MARSH,JIM,J. MARSH,POR,F,6-7,215,1968
681,MARSHALL,DONNY,D. MARSHALL,CLE,F,6-7,230,1995
923,MARSHALL,DONYELL,D. MARSHALL,GSW,F,6-9,245,1994
203088,MARSHALL,KENDALL,K. MARSHALL,LAL,G,6-4,200,2012
1630230,MARSHALL,NAJI,N. MARSHALL,NOP,F,6-7,220,
101185,MARSHALL,RAWLE,R. MARSHALL,IND,GF,6-7,190,
77467,MARSHALL,TOM,T. MARSHALL,SAC,F,6-4,215,1954
77468,MARSHALL,VESTER,V. MARSHALL,OKC,F,6-7,200,
77481,MARTIN,BILL,B. MARTIN,IND,F,6-7,205,1985
77478,MARTIN,BOB,B. MARTIN,LAC,C,7-0,250,
77469,MARTIN,BRIAN,B. MARTIN,POR,F,6-9,212,1984
1628997,MARTIN,CALEB,C. MARTIN,CHA,F,6-5,205,
201858,MARTIN,CARTIER,C. MARTIN,WAS,F,6-7,220,
1628998,MARTIN,CODY,C. MARTIN,CHA,F,6-5,205,2019
733,MARTIN,CUONZO,C. MARTIN,MEM,GF,6-6,215,1995
239,MARTIN,DARRICK,D. MARTIN,LAC,G,5-11,170,
77473,MARTIN,DON,D. MARTIN,BOM,C,6-7,210,
77471,MARTIN,DONALD,D. MARTIN,PRO,G,5-8,160,
77472,MARTIN,FERNANDO,F. MARTIN,POR,C,6-9,220,1985
1626185,MARTIN,JARELL,J. MARTIN,ORL,F,6-10,239,2015
77474,MARTIN,JEFF,J. MARTIN,LAC,G,6-5,195,1989
1629725,MARTIN,JEREMIAH,J. MARTIN,BKN,G,6-2,185,
1629103,MARTIN,KELAN,K. MARTIN,IND,F,6-5,230,
2030,MARTIN,KENYON,K. MARTIN,DEN,F,6-9,225,2000
2755,MARTIN,KEVIN,K. MARTIN,SAC,G,6-7,199,2004
77475,MARTIN,LARUE,L. MARTIN,POR,C,6-11,208,1972
77476,MARTIN,MO,M. MARTIN,DEN,G,6-6,200,1986
77477,MARTIN,PHIL,P. MARTIN,ATL,G,6-3,190,1954
77479,MARTIN,RONALD,R. MARTIN,NYK,G,6-2,185,1961
77480,MARTIN,SLATER,S. MARTIN,LAL,G,5-10,170,
1630231,MARTIN JR.,KENYON,K. MARTIN JR.,HOU,F,6-6,215,2020
469,MASHBURN,JAMAL,J. MASHBURN,DAL,F,6-8,247,1993
77482,MASINO,AL,A. MASINO,ATL,G,5-10,174,
193,MASON,ANTHONY,A. MASON,NYK,F,6-8,255,1988
2046,MASON,DESMOND,D. MASON,MIL,GF,6-5,222,2000
1628412,MASON,FRANK,F. MASON,MIL,G,5-11,190,2017
2427,MASON JR.,ROGER,R. MASON JR.,WAS,G,6-5,205,2002
763,MASSENBURG,TONY,T. MASSENBURG,MEM,FC,6-9,250,1990
77483,MAST,EDDIE,E. MAST,NYK,F,6-9,220,1969
1628999,MATEN,YANTE,Y. MATEN,MIA,F,6-8,240,
1629726,MATHEWS,GARRISON,G. MATHEWS,WAS,G,6-5,215,
1628493,MATHIANG,MANGOK,M. MATHIANG,CHA,FC,6-10,230,
1629751,MATHIAS,DAKOTA,D. MATHIAS,PHI,G,6-4,200,2018
77484,MATTHEWS,WES,W. MATTHEWS,ATL,G,6-1,170,1980
202083,MATTHEWS,WESLEY,W. MATTHEWS,LAL,G,6-4,220,
77485,MAUGHAN,ARIEL,A. MAUGHAN,BOM,F,6-4,190,
77486,MAXEY,MARLON,M. MAXEY,MIN,F,6-8,250,1992
1630178,MAXEY,TYRESE,T. MAXEY,PHI,G,6-2,200,2020
101131,MAXIELL,JASON,J. MAXIELL,DET,F,6-7,260,2005
77487,MAXWELL,CEDRIC,C. MAXWELL,BOS,F,6-8,205,1977
137,MAXWELL,VERNON,V. MAXWELL,HOU,G,6-4,190,1988
77489,MAY,DON,D. MAY,ATL,F,6-4,200,1968
77490,MAY,SCOTT,S. MAY,CHI,F,6-6,215,1976
101118,MAY,SEAN,S. MAY,CHA,CF,6-9,266,2005
195,MAYBERRY,LEE,L. MAYBERRY,MIL,G,6-1,180,1992
77492,MAYES,CLYDE,C. MAYES,MIL,F,6-8,225,1975
